HGT1-4,,HGT1-5,,HGT2-3,,HGT2-4,
X,Y,X,Y,X,Y,X,Y
7.653375677756529,2816.9054872076667,7.54728426458307,2932.256139397924,7.610939112487145,2713.986328304918,7.356319720870857,2767.1268475370925
8.94190411411779,2795.200496921527,8.438452135240112,2884.658771453347,9.196523505734078,2703.991659064701,8.884036070568627,2759.4112022769204
10.411752420266396,2802.2027502215606,9.584239397513443,2846.1463783031704,10.564524055236177,2701.478029674947,10.46962046381556,2744.209729300783
11.990392648287425,2828.272677892448,11.430229986731575,2796.277766659994,11.727285943617261,2661.5392515932817,11.727285943617261,2640.1215332374013
13.467185119661949,2855.5276022756498,13.085256032237496,2799.788868029811,13.170129162776263,2630.37822693616,12.139526863376972,2592.0069048231653
14.893053712713211,2897.7924850148174,14.47408907741729,2807.050464044658,14.612972381935279,2576.658375977966,12.754250823136317,2542.293471320885
15.558701550795803,2959.355885640226,16.07124707937406,2872.4048281782925,15.970942470555514,2507.928566663806,13.518108997985195,2483.438634609336
15.78422158337024,3025.772129944632,15.504140252592308,2816.027711865214,16.554445243009525,2447.691233787891,13.753631935230274,2422.0163050211067
16.14068873163305,3098.2324844642217,16.554445243009525,2946.871098849785,17.30466309330754,2399.586010109466,14.330061946806069,2375.3844899532287
16.358933924447015,3155.726769394969,16.649927514865638,3004.8371880271006,17.604750233426742,2340.05403241945,15.122211165167869,2331.0568351592956
16.58048586260665,3240.1128989081744,16.90454690648194,3353.7905055958736,18.241298712467483,2290.1854207762735,15.8351454616935,2264.6092417355158
16.522617819057487,3187.326681723319,16.968201754386016,3058.9520378893994,18.655055223843974,2234.885574201662,16.045206459776935,2198.841924202139
17.41378568971453,3299.2430378862227,17.54109538552268,3640.3904247310284,18.78236491965211,2168.229509134051,16.649927514865638,2147.492066668572
18.290808038615097,3594.1755529508173,17.28647599390638,3568.500624184033,19.45074082264489,2117.3734002306137,16.522617819057487,2092.52138584738
18.30495356037156,3534.9257173351616,17.28647599390638,3526.0382419928137,19.778108611865846,2058.758384282268,16.77723721067379,2047.7548433822176
18.395889057377374,3484.1401439503143,17.159166298098228,3475.675881719507,20.37373611725397,2015.1674337936074,17.159166298098228,1996.4049858486505
18.177643864563407,3437.7559869254883,17.159166298098228,3428.276013226983,21.23307656395896,1973.8022707804557,17.031856602290077,1939.130144753517
18.262516995102175,3404.576078980721,17.210090176421488,3151.7767803539255,22.421300391501674,1942.4218022877212,16.940921105284275,1888.9088555173912
18.65859160428309,3663.5198050046956,16.90454690648194,3104.376911861402,23.01541230527303,1901.1115002334718,17.377411490912195,1847.1518285120728
18.905127840609964,3727.346612048861,17.79571477713897,3773.5050554142,24.203636132815745,1883.1719666720655,17.28647599390638,1792.9805502349009
18.30495356037156,3305.8263529546284,17.668405081330818,3706.3552417164574,24.797748046587103,1839.8866700972958,17.28647599390638,1745.5806817423781
19.14519755270534,3835.9148822626903,18.05033416875527,3927.9496269190076,26.17269276131509,1822.2104691386248,17.28647599390638,1698.1808132498536
18.99242591773556,3779.0350400716607,17.92302447294712,3858.0348208925343,27.725871050174504,1819.9721420153674,17.632030882528483,1649.6523764598878
18.43226325617971,3357.1762104881964,17.92302447294712,3823.2749173313505,29.253587399872274,1808.7805063990763,17.54109538552268,1598.11442421008
19.673532790309153,3890.424731029093,18.38133937785645,4226.1737995178055,30.717648901665967,1813.71799270038,17.450159888516865,1546.3883772440313
19.883593788392588,3963.894527192505,18.30495356037156,4162.973974861106,32.26658353399843,1825.0193502344791,17.79571477713897,1501.1751098278
20.654396128467383,4060.9924396196157,18.30495356037156,4116.890769382263,33.836736448965596,1842.3554132479476,18.064479690511718,1446.259289965512
20.34190869330193,4008.9244022604025,18.177643864563407,4069.7542334924756,35.30989150045987,1851.1018175531153,18.05033416875527,1386.1316790074034
21.23307656395896,4131.867811162887,18.05033416875527,4018.7993748630124,36.892169148361134,1875.9303200968188,18.05033416875527,1338.7318105148788
21.669566949586894,4182.159635917605,18.177643864563407,3989.1744570551846,38.35623065015484,1879.8803091378632,18.33967438650106,1266.9138279504496
22.182112478165152,4257.05553202051,18.617440995537024,4379.505192292864,39.933456326000226,1890.8525009185396,18.55957295198786,1204.9259317495253
22.704210826630884,4332.823503625984,18.43226325617971,4311.493562804348,41.34800850164632,1908.517729685429,18.796005244202988,1145.1823475037381
22.945970653014044,4453.83680424705,18.743464734821856,4658.039268005246,43.00303454715224,1934.5218242056344,18.839654282765792,1101.732468052258
22.81171679197999,4390.493343625221,18.68688264779601,4591.152786910241,44.65806059265816,1947.0301228356057,19.100639159172488,1055.3200968199944
23.977307784712366,4518.472988555037,18.68688264779601,4543.7529184177165,45.96753174954196,1956.0586692151337,19.06881173522045,999.032752985122
24.401673437406203,4641.361536498618,18.68688264779601,4496.353049925193,47.64983844414962,1967.7675653010847,19.06881173522045,951.6328844925993
24.288509263354513,4580.092817595318,18.68688264779601,4448.953181432668,49.022964448937515,1984.272876651159,19.365867692106136,890.1886105208087
24.9392032641517,4705.439136497771,19.06881173522045,4812.3521732086865,50.550680798635284,2004.0228218563789,20.129725866955013,830.938774905153
25.53614428227435,4774.037279510563,18.9415020394123,4742.832366086318,52.16933264533887,2016.8132625607086,20.432844190307733,773.3190934969116
26.223616639638365,4847.90207457808,18.9415020394123,4708.072462525133,53.824358690844804,2018.1299255743907,20.95016612882975,722.5335201120652
26.83470317951746,4911.496898138883,19.252703518054446,4929.271848823579,55.133829847728606,2027.7227561026411,21.96864369529493,674.6947639483133
27.31848002358842,4966.796744713494,18.9415020394123,4876.6053282763305,56.823209303214526,2039.1965337932907,22.76079291365673,627.2400344968864
27.780432348377985,5030.278711444554,19.487115021447224,5017.30017602398,58.280198044129975,2060.263142012189,23.460996240601546,580.3339146344933
28.532165790292765,5089.904736492689,19.83266991006934,5252.380952380951,59.82610149322889,2070.04406725668,24.500692089701417,526.3507310735622
29.380897095680425,5150.032347450798,19.70536021426119,5185.231138683209,61.353817842926674,2077.944045338767,26.001403352409596,507.797752244418
29.890135878913014,5207.746076217159,19.57805051845304,5140.596262519416,62.95428259022913,2090.3582966106187,27.41338361500904,504.56594302901976
30.883151506216564,5264.2309195040825,19.57805051845304,5093.1963940268915,64.26375374711293,2094.167214614481,28.802216660188847,481.2250986955805
31.60881677232301,5321.802009777294,19.1961214310286,5063.571476219064,65.91877979261884,2106.346347491033,30.170217209690946,461.0442455949742
32.563639490884114,5380.064348132689,20.158016910467936,5370.792846078017,68.97421249201437,2124.779629682571,31.392390289449153,448.0092817595305
33.62455362261869,5435.309333748396,20.11275124084726,5314.790779229442,70.50192884171216,2137.9462598193822,32.716411125853895,445.24428943080056
34.81277745016139,5490.170292651781,20.21459899749378,5431.710454844335,72.12058068841577,2146.7867114826695,33.9385842056121,433.3943223076694
35.91612814716534,5541.081262514122,20.654396128467383,5523.924744457063,73.46642604410187,2154.686689564758,35.364452798663365,434.51348586929817
37.2046565835266,5588.201838852228,20.46921838911007,5467.7870214192,75.0426413255361,2162.085081736872,36.892169148361134,422.66351874616703
38.61663684612604,5633.088077954998,21.035039259368503,5595.9422214175065,76.61279424050326,2176.787818722978,38.41988549805892,410.4843858696149
40.00546989130585,5684.078845575743,20.936020607073274,5662.653147444022,78.14051059020102,2182.7128022845427,39.94760184775669,410.4843858696149
41.475318197454456,5723.219646073358,21.36038625976711,5735.069613196489,79.6682269398988,2192.5877748871535,41.475318197454456,412.45938039013527
43.00303454715224,5759.757044703011,21.678660499287474,5809.625656346188,81.1413819913931,2200.393705611121,43.00303454715224,418.38436395170356
44.53075089685001,5791.686122784781,22.182112478165152,5966.682606966778,82.72365963929434,2215.629377626574,44.53075089685001,417.3968666914425
46.05846724654778,5822.62770360629,21.99693473880785,5900.179155112114,84.37868568480027,2215.629377626574,46.05846724654778,410.8135516230359
47.628620161514945,5849.619295386756,21.8696250429997,5865.41925155093,85.7790923386899,2230.771002283909,47.58618359624556,418.38436395170356
49.08207252199129,5874.306726893278,22.37886382623229,6033.952117302127,87.36136998659114,2234.815038683071,49.11389994594333,419.3718612119628
50.57796144773704,5893.069174838236,22.633483217848593,6086.618637849376,88.83452503808545,2243.2793009138804,50.641616295641114,411.14271737645504
52.04202294953072,5901.956650180584,22.9899503661114,6198.008328806807,90.36224138778323,2244.5959639275625,52.16933264533887,408.50939134909277
53.67886189563549,5918.461961530659,22.88810260946488,6137.310163876103,91.88995773748098,2252.4959420096493,53.69704899503665,410.4843858696149
55.224765344734436,5934.544059769194,23.233657498086984,6255.903882465534,93.41767408717877,2257.762594064374,55.224765344734436,415.09270641749936
56.77066879383335,5948.933305561568,23.581233175531466,6356.534555654027,94.94539043687652,2263.6875776259385,56.75248169443219,429.5759995679946
58.334759342333456,5963.040409279581,23.39734139269747,6299.918046065734,96.56404228358014,2265.286382713981,58.280198044129975,434.1843201158772
59.93522408963588,5969.106463878326,23.961141474133555,6427.446263676573,98.00082313627209,2274.8792132422295,59.80791439382773,434.51348586929817
61.33563074352551,5982.60225976856,24.03388987173821,6480.827544145534,99.52853948596984,2277.512539269592,61.33563074352551,441.09680093770294
62.8633470932233,5996.427221412212,24.470380257366145,6582.624404574718,101.05625583566763,2282.1208598174762,62.8633470932233,452.28843655399396
64.39106344292105,6012.227177576387,24.161199567546362,6532.967399487311,102.58397218536541,2288.704174885883,64.39106344292105,458.87175162240055
65.97334109082232,6018.904540002913,24.797748046587103,6673.850341951203,104.23899823087132,2287.7166776256217,65.91877979261884,467.4300612113275
67.44649614231662,6027.368802233721,24.288509263354513,6627.767136472359,105.54846938775512,2294.6291584474475,67.44649614231662,475.3300392934143
68.9105576441103,6017.493829631111,24.925057742395254,6739.025161128423,107.16712123445873,2300.554142009014,68.97421249201437,483.23001737550294
70.50192884171216,6018.152161137952,25.17967713401154,6818.551607154768,108.69483758415649,2306.4791255705786,70.50192884171216,495.0799844986341
72.02964519140994,6018.481326891372,24.5431286549708,6769.966741949932,110.22255393385427,2312.404109132145,72.02964519140994,505.94245436150413
73.5573615411077,6030.002128261083,25.56160622143598,6890.441407701764,111.75027028355206,2316.3540981731876,73.5573615411077,507.2591173751862
75.08507789080548,6031.977122781605,25.56160622143598,6946.926250988688,113.27798663324981,2324.9124077621163,75.08507789080548,515.8174269641131
76.63098133990442,6035.833064464528,25.816225613052282,7003.806093179717,114.8057029829476,2336.1040433784074,76.61279424050326,525.3632338133029
78.14051059020102,6042.1812611376345,26.155718135207337,7086.843640575879,116.33341933264538,2337.0915406386684,78.14051059020102,530.9590516214448
79.6682269398988,6051.068736479982,25.56160622143598,7038.565996740901,117.86113568234313,2345.9790159810163,79.6682269398988,547.088173539043
81.19594328959658,6051.068736479982,26.68920638430815,7159.322804567093,119.38885203204092,2353.878994063103,81.19594328959658,557.6214776484921
82.70547253989318,6051.068736479982,27.057495147181726,7219.2779953686495,120.9165683817387,2358.4873146109876,82.72365963929434,570.7881077853053
84.35322374563864,6053.438729904608,27.471251658558202,7276.882002217203,122.44428473143645,2361.77897214519,84.25137598899212,580.3339146344952
85.68815684168408,6057.840146264629,27.85318074598264,7328.890191257611,123.91413303758506,2357.110803278503,85.7790923386899,591.1963844973634
87.2643721231183,6056.774276205934,28.489729225023382,7405.124979749755,125.49971743083202,2370.3372817341187,87.30680868838766,594.1588762781466
88.83452503808545,6066.868692644158,29.053529306459467,7473.064791255705,127.02743378052978,2374.945602282003,88.83452503808545,594.1588762781466
90.36224138778323,6066.868692644158,29.253587399872274,7523.097985775592,128.55515013022756,2382.18724885725,90.36224138778323,594.1588762781466
91.88995773748098,6066.868692644158,29.81738748130836,7575.764506322841,130.08286647992531,2389.4288954324966,91.88995773748098,594.1588762781466
93.41767408717877,6068.843687164679,30.144755270529302,7624.744370431783,131.70151832662893,2402.9717150017896,93.41767408717877,594.1588762781466
94.94539043687652,6074.768670726245,31.106650749968637,7682.41421043102,133.12415365756442,2412.251054336304,94.94539043687652,594.1588762781466
96.4731067865743,6074.110339219404,32.02257328369949,7736.726559745372,134.640553589857,2427.348790226515,96.4731067865743,593.1713790178856
98.00082313627209,6066.868692644158,32.62729433878819,7803.876373443113,136.19373187871642,2445.387073513948,98.00082313627209,589.2213899768412
99.52853948596984,6064.893698123636,33.89460449251476,7849.750109806144,137.7214482284142,2457.237040637079,99.52853948596984,593.8297105247257
101.05625583566763,6058.310383055229,35.237143102855214,7886.058089880384,139.18550973020788,2465.466184472587,101.05625583566763,590.5380529905233
102.58397218536541,6054.360394014186,36.892169148361134,7908.880248784191,140.72231962960626,2483.1000641201044,102.58397218536541,586.258898196058
104.11168853506317,6051.068736479982,38.41988549805892,7894.396955633698,142.17728758169937,2486.861958444906,104.11168853506317,586.258898196058
105.57575003685687,6041.193763877373,39.94760184775669,7874.647010428479,143.88687492540876,2502.2857251766,105.63940488476095,586.258898196058
107.16712123445873,6040.535432370532,41.291426414620474,7837.341558374177,145.36002997690306,2515.8285447458948,107.16712123445873,586.258898196058
108.69483758415649,6031.977122781605,42.62110545972779,7805.851367963635,146.88774632660085,2527.020180362186,108.69483758415649,585.6005666892179
110.22255393385427,6027.368802233721,43.31221523697202,7769.313969333982,148.47002397450208,2535.0142058023903,110.22255393385427,584.9422351823778
111.65933478654622,6017.775971705472,44.58861894039917,7734.482247790233,149.9431790259964,2546.111794060562,111.75027028355206,592.5130475110454
113.27798663324981,6011.5688460695455,45.846284420200874,7707.430807690964,151.47089537569417,2555.3284351563307,113.27798663324981,599.0963625794502
114.8057029829476,6004.98553100114,46.367647936367575,7667.742822564287,153.08954722239775,2557.585571751213,114.8057029829476,610.6171639491604
116.33341933264538,6003.668867987459,47.543747030976164,7623.164374815366,154.39901837928156,2560.7596700877657,116.33341933264538,623.4546283325526
117.86113568234313,6003.668867987459,48.60466116271074,7575.764506322841,156.0540444247875,2576.3950433752307,117.86113568234313,631.6837721680604
119.38885203204092,6003.010536480618,49.62313872917592,7529.845883720709,157.58176077448525,2588.245010498362,119.38885203204092,634.3170981954227
120.9165683817387,5996.427221412212,50.641616295641114,7486.396004269228,159.10947712418303,2593.5116625530864,120.9165683817387,643.8629050446125
122.44428473143645,5995.768889905371,51.64190676270513,7434.6934691427105,160.6371934738808,2590.878336525724,122.44428473143645,651.1045516198592
123.97200108113424,5995.768889905371,52.42395203695517,7384.1900378322225,162.16490982357857,2595.4866570736067,123.97200108113424,665.9170105237718
125.49971743083202,6000.377210453255,52.66038432917031,7339.893732157661,163.69262617327635,2605.3616296762175,125.49971743083202,684.0211269618903
127.02743378052978,6004.3271994943,53.90923182138357,7296.193059751195,165.2203425229741,2605.6907954296366,127.02743378052978,702.7835749068472
128.55515013022756,6009.593851549024,54.970145953118134,7258.777885779086,166.7480588726719,2614.5782707719864,128.55515013022756,721.5460228518041
130.08286647992531,6015.51883511059,55.988623519583314,7210.884268656431,168.27577522236967,2621.161585840391,130.08286647992531,743.9292940843843
131.6105828296231,6018.810492644792,57.04953765131788,7166.721196739207,169.80349157206743,2626.4282378951175,131.6105828296231,765.6542338101244
133.01098948351273,6018.152161137952,58.280198044129975,7126.255753452071,171.2293601651187,2627.2182357033253,133.13829917932088,779.1500297003586
134.66601552901864,6028.685465247401,59.553295002211456,7081.2258783841735,172.858924271463,2638.2782050182486,134.66601552901864,796.2666488782143
136.17554477931526,6036.96163276197,60.88426000384209,7024.920580053659,174.38664062116075,2639.594868031929,136.19373187871642,807.1291187410843
137.7214482284142,6043.1687583978955,62.26317281298486,6987.216139207334,175.91435697085853,2648.8115091276977,137.7214482284142,814.370765316331
139.12185488230384,6044.156255658157,62.99065678903145,6950.184991947549,177.44207332055632,2658.0281502234666,139.24916457811196,815.3582625765921
140.77688092780974,6051.068736479982,64.06005823381989,6931.126294824513,178.9697896702541,2663.294802278191,140.77688092780974,815.0290968231711
142.30459727750753,6053.0437310005045,64.7729925303455,6888.4664131812415,180.49750601995186,2669.8781173465977,142.30459727750753,809.4332790150256
143.83231362720528,6055.018725521027,65.93696689202,6857.430785001613,182.0252223696496,2669.8781173465977,143.83231362720528,807.4582844945053
145.36002997690306,6055.018725521027,66.68263796746771,6817.366610442456,183.55293871934742,2673.82810638764,145.36002997690306,807.4582844945053
146.88774632660085,6055.018725521027,67.41466871836457,6768.48549605954,185.20796476485333,2673.82810638764,146.88774632660085,807.4582844945053
148.4154626762986,6055.018725521027,68.08304462135735,6723.225204964248,186.5174359217371,2682.8566527671683,148.4154626762986,807.4582844945053
149.9431790259964,6051.727067986823,68.78324794830218,6671.71076455397,188.13608776844075,2693.57805159286,149.9431790259964,806.1416214808232
151.47089537569417,6051.068736479982,69.28339318183416,6611.967180308185,189.6638041181385,2693.57805159286,151.47089537569417,800.5458036726777
152.99861172539192,6051.068736479982,69.73807066686328,6555.186087843182,191.19152046783626,2696.8697091270624,152.99861172539192,799.5583064124166
154.39901837928156,6039.218769356852,70.19274815189237,6497.417498117918,192.71923681753407,2701.478029674947,154.5263280750897,800.5458036726777
156.0540444247875,6037.902106343171,70.75654823332846,6444.092646063828,194.24695316723182,2701.478029674947,156.0540444247875,808.1166160013454
157.58176077448525,6030.002128261083,71.01116762494476,6399.984435105507,195.90197921273773,2698.5155378941636,157.58176077448525,814.699931069752
159.10947712418303,6027.368802233721,71.96599034350587,6358.180384421128,197.3023858666274,2709.3780077570336,159.10947712418303,817.3332570971161
160.50988377807266,6015.51883511059,73.17543245368327,6330.201295380402,198.83010221632514,2717.2779858391204,160.6371934738808,825.8915666860412
162.16490982357857,6019.468824151633,74.19391002014845,6291.140292641193,200.3578185660229,2730.4446159759336,162.16490982357857,839.7165283296945
163.69262617327635,6019.468824151633,75.50338117703225,6271.1395544809875,201.8855349157207,2733.077942003296,163.69262617327635,845.6415118912591
165.2203425229741,6019.468824151633,77.09020559978381,6234.743226888513,203.41325126541847,2732.090444743035,165.2203425229741,855.8456502472891
166.7480588726719,6019.468824151633,78.24235834684754,6200.773321135538,204.98340418038566,2745.8056844688817,166.7480588726719,869.9997776443633
